property_name,bhk,sale_price,rent_price,area_sqft,price_per_sqft,micro_market,city,source,listing_url,gross_rental_yield,source_count,affordability_index
Puravankara Sapphire,3 BHK,22928766,91938,1127,20943,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/1427047,4.81,3,165.01
Brigade Emerald,3 BHK,34606237,122897,1607,22035,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/4980705,4.26,1,173.61
Tata Emerald,2 BHK,14982248,51085,906,17034,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7764645,4.09,2,134.21
Tata Emerald,2 BHK,14982248,51085,906,17034,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/9734142,4.09,2,134.21
Sobha Enclave,2 BHK,23559670,97994,1145,21079,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/7694040,4.99,1,166.08
Adarsh Phase 2,2 BHK,18337895,72037,923,20683,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/8960437,4.71,1,162.96
Total Environment Phase 1,2 BHK,14610850,37998,690,21438,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/7444043,3.12,1,168.91
Salarpuria Phase 2,2 BHK,23420303,70229,1129,19828,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/3192941,3.6,2,156.22
Salarpuria Phase 2,2 BHK,23420303,70229,1129,19828,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/6899286,3.6,2,156.22
Embassy Palava,2 BHK,13808082,50112,872,16553,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/9298631,4.36,1,130.42
Mantri Greens,3 BHK,27940182,113237,1403,19616,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/6040785,4.86,1,154.55
Sobha Phase 1,3 BHK,19936347,71534,1617,12296,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/3026879,4.31,1,96.88
Mantri Greens,2 BHK,20016084,62049,860,22388,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/6161493,3.72,1,176.39
Embassy Boulevard,3 BHK,29438644,112119,1725,17733,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/9196000,4.57,1,139.72
Adarsh Meadows,3 BHK,23101727,93841,1266,18331,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/6159760,4.87,1,144.43
Assetz Lakeside,2 BHK,17644625,71705,1101,16215,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/9237742,4.88,1,127.76
Divyasree Springs,4 BHK,36951251,153202,1960,18868,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7000132,4.98,3,148.66
Divyasree Springs,4 BHK,36951251,153202,1960,18868,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/1407292,4.98,3,148.66
Divyasree Springs,4 BHK,36951251,153202,1960,18868,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/5208702,4.98,3,148.66
Puravankara Bliss,4 BHK,50850671,173833,2673,19207,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/4060872,4.1,1,151.33
Salarpuria Bliss,3 BHK,25259438,85523,1430,18173,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/8872291,4.06,1,143.18
Salarpuria Greens,2 BHK,12591719,36131,799,15433,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/2673173,3.44,1,121.6
Embassy Regent,4 BHK,55188054,154601,2730,20093,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/5702805,3.36,1,158.31
Mantri Luxuria,3 BHK,26398494,101318,1350,18786,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/9688806,4.61,1,148.01
Brigade Luxuria,3 BHK,28422346,87106,1336,20965,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/5775439,3.68,1,165.18
Assetz Grandeur,3 BHK,32875072,113474,1853,16937,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1449807,4.14,1,133.45
Shriram Panorama,3 BHK,37402385,141359,1578,22649,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/5267500,4.54,1,178.45
Shriram Habitat,3 BHK,19649417,61495,1020,18458,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/5353710,3.76,1,145.43
Adarsh Regent,4 BHK,41452164,141828,2236,18621,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/3036996,4.11,1,146.71
Tata Bliss,3 BHK,22705641,87220,1328,16910,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/3760580,4.61,1,133.23
Sobha Regent,2 BHK,18550788,59326,1019,17552,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/1672585,3.84,1,138.29
Puravankara Riviera,2 BHK,16683556,53238,768,22672,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/2882023,3.83,1,178.63
Godrej Boulevard,2 BHK,14861764,47504,678,22071,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/4093126,3.84,1,173.9
Mahindra Heights,4 BHK,36071559,109130,1999,17257,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/2355869,3.63,1,135.97
Embassy Residency,3 BHK,22996001,84649,1195,19852,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/1814719,4.42,1,156.41
Adarsh Enclave,3 BHK,37830952,129429,1732,21649,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/3808979,4.11,1,170.57
Mahindra Haven,1 BHK,9045904,24978,631,14093,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/5528426,3.31,1,111.04
Sobha Phase 3,3 BHK,21865257,60958,1094,19278,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/4343574,3.35,1,151.89
Godrej Meadows,2 BHK,12564697,40313,702,18631,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/4279591,3.85,1,146.79
Brigade Panorama,2 BHK,13652160,54626,741,18118,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/864177,4.8,1,142.75
Salarpuria Vista,4 BHK,44777148,118262,2636,17471,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/2955391,3.17,1,137.65
Assetz Nest,2 BHK,19484735,78910,805,23543,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/4842436,4.86,1,185.49
Salarpuria Phase 1,2 BHK,18622621,47353,1074,16971,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/5190161,3.05,1,133.71
Godrej Paradise,1 BHK,6589198,18003,430,15037,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/7534015,3.28,1,118.48
Prestige Meadows,2 BHK,15119959,42457,657,22179,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/5598137,3.37,3,174.75
Prestige Meadows,2 BHK,15119959,42457,657,22179,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/8293645,3.37,3,174.75
Prestige Meadows,2 BHK,15119959,42457,657,22179,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/8428580,3.37,3,174.75
Embassy Heights,1 BHK,12232002,46643,547,21864,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/8065434,4.58,1,172.27
Mantri Gardens,4 BHK,61151553,224354,3321,18552,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/2021664,4.4,1,146.17
Salarpuria Skyline,1 BHK,9153994,23892,457,19326,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/5066601,3.13,1,152.27
Godrej Meadows,2 BHK,16534875,59547,962,17872,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/1624056,4.32,1,140.81
Adarsh Phase 1,1 BHK,8466043,22547,553,15839,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1271270,3.2,2,124.8
Adarsh Phase 1,1 BHK,8466043,22547,553,15839,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/4291173,3.2,2,124.8
Puravankara Boulevard,3 BHK,23396945,63506,1162,19526,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/3192810,3.26,1,153.84
Sobha Exotica,1 BHK,7338896,22955,478,14781,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/5288710,3.75,1,116.46
Godrej Enclave,3 BHK,19903119,52960,1371,14545,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/7204078,3.19,1,114.6
Tata Pinnacle,3 BHK,21764764,56386,1452,14284,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/1929224,3.11,1,112.54
Brigade Phase 3,2 BHK,20456926,55819,976,20469,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/8234718,3.27,2,161.27
Brigade Phase 3,2 BHK,20456926,55819,976,20469,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/1615627,3.27,2,161.27
Mantri Exotica,2 BHK,16270460,55014,905,18439,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/2476891,4.06,1,145.28
Total Environment Palava,2 BHK,14040110,43377,1026,14065,Koramangala,Bengaluru,99acres,https://www.99acres.com/property/7195159,3.71,1,110.82
Godrej Greens,4 BHK,50626215,131795,2753,18790,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/6868716,3.12,1,148.05
Sobha Luxuria,1 BHK,8424195,34517,499,17192,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/5264102,4.92,2,135.46
Sobha Luxuria,1 BHK,8424195,34517,499,17192,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1353161,4.92,2,135.46
Salarpuria Sapphire,2 BHK,16805477,56066,1125,14784,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7684522,4.0,1,116.48
Salarpuria Megapolis,4 BHK,51264604,147690,2284,22594,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/1719151,3.46,1,178.02
Total Environment Pinnacle,3 BHK,43534185,172405,1985,21440,Koramangala,Bengaluru,Housing.com,https://housing.com/buy/2438202,4.75,1,168.93
Puravankara Riviera,4 BHK,63465686,240674,2650,23142,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/8766845,4.55,1,182.34
Puravankara Premia,1 BHK,8025192,27565,446,17840,Koramangala,Bengaluru,NoBroker,https://www.nobroker.in/property/149111,4.12,2,140.56
Puravankara Premia,1 BHK,8025192,27565,446,17840,Koramangala,Bengaluru,MagicBricks,https://www.magicbricks.com/property/239131,4.12,2,140.56
Puravankara Serenity,3 BHK,20724252,69489,1815,11610,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/5003829,4.02,2,91.47
Puravankara Serenity,3 BHK,20724252,69489,1815,11610,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/537890,4.02,2,91.47
Divyasree Vista,3 BHK,26175975,83460,1907,13127,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/5345295,3.83,2,103.43
Divyasree Vista,3 BHK,26175975,83460,1907,13127,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/4833473,3.83,2,103.43
Puravankara Enclave,3 BHK,25417232,77362,1995,13160,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8292454,3.65,1,103.69
Brigade Luxuria,3 BHK,13341808,54856,1517,8861,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/499942,4.93,1,69.82
Shriram Springs,1 BHK,4143016,16729,410,10086,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1402936,4.85,3,79.47
Shriram Springs,1 BHK,4143016,16729,410,10086,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/3130620,4.85,3,79.47
Shriram Springs,1 BHK,4143016,16729,410,10086,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/4771337,4.85,3,79.47
Mantri City,4 BHK,30187803,107243,2867,10222,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/9604811,4.26,2,80.54
Mantri City,4 BHK,30187803,107243,2867,10222,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/8452333,4.26,2,80.54
Prestige Meadows,1 BHK,6311255,22058,415,15517,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/2005446,4.19,1,122.26
Mantri Emerald,2 BHK,9458416,25856,844,11492,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/4217953,3.28,2,90.55
Mantri Emerald,2 BHK,9458416,25856,844,11492,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/4598230,3.28,2,90.55
Shriram Habitat,3 BHK,28174328,109809,1820,15207,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/7599906,4.68,3,119.82
Shriram Habitat,3 BHK,28174328,109809,1820,15207,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/1735786,4.68,3,119.82
Shriram Habitat,3 BHK,28174328,109809,1820,15207,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3057768,4.68,3,119.82
Salarpuria Serenity,3 BHK,14331603,44725,1172,12017,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/8214428,3.74,2,94.68
Salarpuria Serenity,3 BHK,14331603,44725,1172,12017,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1908471,3.74,2,94.68
Tata City,4 BHK,39747162,133091,2744,14106,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/7245227,4.02,1,111.14
Embassy Meadows,1 BHK,4969587,18163,535,9699,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/6056087,4.39,2,76.42
Embassy Meadows,1 BHK,4969587,18163,535,9699,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/1408872,4.39,2,76.42
Assetz Exotica,1 BHK,7822513,26596,522,14964,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/3015744,4.08,1,117.9
Tata Luxuria,3 BHK,19568202,57654,1755,11408,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/353944,3.54,1,89.88
Puravankara Crown,3 BHK,25494825,99322,1857,13670,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3345401,4.67,1,107.71
Prestige Bliss,3 BHK,8605678,22278,1088,8135,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/6562171,3.11,2,64.1
Prestige Bliss,3 BHK,8605678,22278,1088,8135,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/6181131,3.11,2,64.1
Sobha City,4 BHK,31847982,98624,2292,13990,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/4050100,3.72,1,110.23
Prestige Phase 2,2 BHK,9648679,24514,1095,9223,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/6973984,3.05,1,72.67
Adarsh Emerald,3 BHK,24080835,65176,1798,13229,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/5240607,3.25,1,104.23
Adarsh Sapphire,4 BHK,38393758,102645,3487,10756,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8477883,3.21,2,84.75
Adarsh Sapphire,4 BHK,38393758,102645,3487,10756,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/3696727,3.21,2,84.75
Divyasree Emerald,1 BHK,6501613,21876,518,12686,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/7981169,4.04,1,99.95
Adarsh Nest,4 BHK,31993278,80178,2842,11272,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2785839,3.01,1,88.81
Mantri Serenity,4 BHK,32024172,98913,3371,9728,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/4215051,3.71,1,76.65
Embassy Palava,3 BHK,14042008,55253,1230,11948,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7939400,4.72,1,94.14
Assetz Phase 2,1 BHK,6591340,22824,457,14277,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/5241681,4.16,3,112.49
Assetz Phase 2,1 BHK,6591340,22824,457,14277,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/5038481,4.16,3,112.49
Assetz Phase 2,1 BHK,6591340,22824,457,14277,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/3641089,4.16,3,112.49
Godrej Regent,3 BHK,17558998,45348,1164,14586,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3695871,3.1,1,114.92
Mantri Skyline,3 BHK,20360569,73052,1798,11583,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/4409712,4.31,1,91.26
Salarpuria Vista,1 BHK,7436036,21119,544,13764,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/5970636,3.41,1,108.45
Mantri Emerald,3 BHK,21540547,59358,1827,12168,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/7166645,3.31,1,95.87
Assetz Springs,2 BHK,14199001,59005,1054,13038,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/8079902,4.99,1,102.73
Godrej Habitat,1 BHK,6175311,21154,571,10640,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/9850323,4.11,1,83.83
Mantri Gardens,2 BHK,13214130,50133,833,15148,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/2443300,4.55,2,119.35
Mantri Gardens,2 BHK,13214130,50133,833,15148,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3263883,4.55,2,119.35
Godrej Exotica,3 BHK,22335037,70008,1901,12021,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/984481,3.76,1,94.71
Brigade Phase 3,3 BHK,22833321,64322,1981,10984,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/769079,3.38,1,86.54
Puravankara Enclave,1 BHK,3565891,12021,498,7475,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8589334,4.05,1,58.9
Godrej Bliss,1 BHK,6122143,17746,627,9977,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/6585091,3.48,1,78.61
Divyasree Pinnacle,3 BHK,21583360,61485,1496,14720,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/6743573,3.42,1,115.98
Total Environment Phase 1,3 BHK,10653065,35280,1031,10717,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3879032,3.97,1,84.44
Brigade Regent,4 BHK,51274984,134726,3007,16672,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/5942930,3.15,1,131.36
Mantri Riviera,2 BHK,9723170,37823,852,11599,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/9495486,4.67,1,91.39
Total Environment Crown,3 BHK,16716787,51115,1563,10590,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/3083383,3.67,3,83.44
Total Environment Crown,3 BHK,16716787,51115,1563,10590,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/8662523,3.67,3,83.44
Total Environment Crown,3 BHK,16716787,51115,1563,10590,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3939239,3.67,3,83.44
Embassy Panorama,3 BHK,25134403,81951,1759,13754,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/1736695,3.91,1,108.37
Godrej Meadows,2 BHK,13628950,38972,1001,14324,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/8298521,3.43,1,112.86
Brigade Megapolis,2 BHK,10776116,44224,850,12228,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2070249,4.92,1,96.34
Mantri Towers,2 BHK,10652451,39881,817,13438,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1978463,4.49,1,105.88
Salarpuria City,3 BHK,18318751,70825,1307,13973,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/7836228,4.64,1,110.09
Total Environment Riviera,2 BHK,11331754,38157,1180,9674,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7825312,4.04,1,76.22
Assetz Megapolis,3 BHK,13969928,43106,1652,8813,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3165167,3.7,1,69.44
Mantri Panorama,3 BHK,19048884,65016,1168,16998,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/4226928,4.1,1,133.93
Brigade Towers,1 BHK,5126629,18799,411,12238,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3833907,4.4,1,96.42
Brigade Residency,4 BHK,42686566,165245,2761,14854,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2016811,4.65,1,117.03
Mahindra Regent,3 BHK,21702733,64763,1714,12067,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2961181,3.58,1,95.08
Salarpuria Phase 1,2 BHK,14385834,38709,979,14184,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/4229547,3.23,1,111.76
Puravankara Riviera,3 BHK,27007401,81012,1669,16434,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/4790166,3.6,1,129.48
Sobha Palava,1 BHK,9596778,33431,626,16022,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2101211,4.18,2,126.24
Sobha Palava,1 BHK,9596778,33431,626,16022,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/5117492,4.18,2,126.24
Embassy Emerald,2 BHK,11558030,28925,1134,10700,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/358897,3.0,1,84.31
Shriram Crown,1 BHK,8144431,29853,638,12667,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/7751401,4.4,2,99.8
Shriram Crown,1 BHK,8144431,29853,638,12667,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/1597271,4.4,2,99.8
Prestige Sapphire,3 BHK,15968660,44604,1188,13240,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/4945161,3.35,1,104.32
Sobha City,2 BHK,11781734,37493,1026,11188,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/5553059,3.82,1,88.15
Tata Megapolis,3 BHK,22048621,62391,1674,13147,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/4718191,3.4,1,103.58
Divyasree Gardens,4 BHK,25187504,89995,1983,12423,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/577574,4.29,2,97.88
Divyasree Gardens,4 BHK,25187504,89995,1983,12423,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3318832,4.29,2,97.88
Embassy Sapphire,3 BHK,18739768,61530,1397,13708,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/6298527,3.94,1,108.01
Total Environment Habitat,1 BHK,4495478,14544,422,10568,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/5298961,3.88,1,83.27
Embassy Haven,4 BHK,16190011,63612,1949,7977,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/4149307,4.71,1,62.85
Godrej Heights,2 BHK,12839288,35865,899,14263,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8934917,3.35,2,112.38
Godrej Heights,2 BHK,12839288,35865,899,14263,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/1968451,3.35,2,112.38
Tata Grandeur,2 BHK,8373742,29547,781,10673,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/9954241,4.23,1,84.09
Mahindra Phase 1,3 BHK,22405136,69137,1899,11705,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/2313648,3.7,2,92.22
Mahindra Phase 1,3 BHK,22405136,69137,1899,11705,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/6128502,3.7,2,92.22
Prestige Towers,3 BHK,17403327,66492,1403,12559,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8102589,4.58,2,98.95
Prestige Towers,3 BHK,17403327,66492,1403,12559,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/8327790,4.58,2,98.95
Divyasree City,3 BHK,17733410,73229,1577,11361,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1321136,4.96,1,89.51
Divyasree Luxuria,2 BHK,6655328,25492,656,10046,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3893876,4.6,2,79.15
Divyasree Luxuria,2 BHK,6655328,25492,656,10046,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/8169276,4.6,2,79.15
Divyasree Habitat,1 BHK,7661265,22733,638,12060,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/6216653,3.56,1,95.02
Shriram Springs,3 BHK,14020343,54944,1028,13122,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3575271,4.7,1,103.39
Mantri Premia,3 BHK,29231113,120981,1986,14476,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/7018231,4.97,1,114.06
Tata Exotica,3 BHK,19988595,63039,1952,10397,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/882479,3.78,1,81.92
Mahindra Bliss,3 BHK,23082571,82153,1834,13056,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/8966700,4.27,1,102.87
Godrej Lakeside,4 BHK,36682310,119521,2627,13908,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/3074053,3.91,1,109.58
Total Environment Premia,3 BHK,11687489,39413,1185,9931,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/4487376,4.05,1,78.25
Divyasree Residency,1 BHK,7754965,29163,511,14937,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/4377384,4.51,1,117.69
Total Environment Enclave,2 BHK,8054024,23436,764,10281,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/3389210,3.49,3,81.0
Total Environment Enclave,2 BHK,8054024,23436,764,10281,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/8134085,3.49,3,81.0
Total Environment Enclave,2 BHK,8054024,23436,764,10281,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7769541,3.49,3,81.0
Divyasree Towers,2 BHK,11022777,31972,1006,11409,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/7934630,3.48,1,89.89
Prestige Towers,4 BHK,27276670,88707,2225,12595,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/1967610,3.9,2,99.24
Prestige Towers,4 BHK,27276670,88707,2225,12595,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/6340989,3.9,2,99.24
Assetz Lakeside,3 BHK,29904219,117474,1938,15815,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/8211214,4.71,3,124.61
Assetz Lakeside,3 BHK,29904219,117474,1938,15815,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/3831860,4.71,3,124.61
Assetz Lakeside,3 BHK,29904219,117474,1938,15815,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/6210130,4.71,3,124.61
Godrej Regent,3 BHK,15459307,43151,1614,9130,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/4053375,3.35,1,71.94
Tata Bliss,3 BHK,24457409,63295,1908,12260,Sarjapur,Bengaluru,MagicBricks,https://www.magicbricks.com/property/9989792,3.11,2,96.6
Tata Bliss,3 BHK,24457409,63295,1908,12260,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/553369,3.11,2,96.6
Embassy Springs,3 BHK,19902049,64667,1915,10630,Sarjapur,Bengaluru,99acres,https://www.99acres.com/property/9052675,3.9,2,83.75
Embassy Springs,3 BHK,19902049,64667,1915,10630,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/2261982,3.9,2,83.75
Shriram Phase 2,2 BHK,11107654,39350,912,12563,Sarjapur,Bengaluru,NoBroker,https://www.nobroker.in/property/5104763,4.25,2,98.98
Shriram Phase 2,2 BHK,11107654,39350,912,12563,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/3014265,4.25,2,98.98
Mantri Haven,3 BHK,18979608,72880,1532,12946,Sarjapur,Bengaluru,Housing.com,https://housing.com/buy/6084291,4.61,2,102.0
